Tag;Verkaufsmenge;ProduktID;Groesse;OrtID;Typ;KundenID
2024-02-01;2;1005;M;13;Verkauf;16986
2024-02-01;3;1096;M;18;Verkauf;17667
2024-02-01;5;1071;S;16;Verkauf;16044
2024-02-01;1;1065;XL;20;Verkauf;17276
2024-02-01;4;1053;S;6;Verkauf;10485
2024-02-01;2;1061;L;18;Verkauf;16102
2024-02-01;1;1096;M;3;Verkauf;14569
2024-02-01;2;1006;S;20;Retoure;12020
2024-02-01;4;1045;M;14;Verkauf;10326
2024-02-01;3;1013;M;3;Verkauf;16779
2024-02-01;5;1078;XS;16;Verkauf;13636
2024-02-01;4;1065;XL;8;Verkauf;15538
2024-02-01;1;1016;L;7;Verkauf;16571
2024-02-01;4;1022;M;14;Verkauf;10344
2024-02-01;5;1054;XL;3;Verkauf;13777
2024-02-01;5;1093;XL;15;Verkauf;18850
2024-02-01;2;1023;XS;1;Verkauf;17629
2024-02-01;1;1062;S;13;Verkauf;11026
2024-02-02;2;1033;XL;6;Verkauf;18484
2024-02-02;3;1082;L;9;Verkauf;11363
2024-02-02;5;1003;M;20;Verkauf;13255
2024-02-02;5;1076;S;12;Verkauf;10612
2024-02-02;1;1055;XL;13;Verkauf;14703
2024-02-02;2;1073;M;14;Verkauf;12796
2024-02-02;5;1031;XL;3;Verkauf;16858
2024-02-02;4;1041;M;7;Verkauf;11125
2024-02-02;1;1022;S;11;Verkauf;18093
2024-02-02;5;1088;M;7;Verkauf;12887
2024-02-02;3;1038;L;7;Verkauf;14895
2024-02-02;1;1092;XS;4;Verkauf;14056
2024-02-02;4;1093;XL;14;Verkauf;12519
2024-02-02;1;1074;XS;15;Verkauf;16825
2024-02-02;2;1021;M;4;Verkauf;18470
2024-02-02;3;1069;XS;16;Verkauf;17440
2024-02-02;4;1064;S;20;Verkauf;12725
2024-02-02;2;1068;M;11;Verkauf;10110
2024-02-02;5;1090;M;5;Verkauf;17339
2024-02-02;3;1063;S;17;Verkauf;15465
2024-02-02;5;1088;XL;4;Verkauf;19055
2024-02-02;1;1015;M;5;Verkauf;11407
2024-02-02;4;1070;XS;18;Verkauf;12306
2024-02-02;4;1070;S;16;Verkauf;14778
2024-02-02;4;1008;S;10;Verkauf;17880
2024-02-02;1;1068;XS;13;Verkauf;18209
2024-02-02;4;1039;XL;20;Verkauf;14923
2024-02-02;1;1044;XS;17;Verkauf;16509
2024-02-02;2;1066;XS;17;Verkauf;11812
2024-02-02;5;1043;XS;3;Verkauf;12387
2024-02-02;5;1009;XS;6;Verkauf;19902
2024-02-02;5;1006;XS;19;Verkauf;19696
2024-02-02;1;1079;XS;19;Verkauf;11502
2024-02-02;1;1026;L;11;Verkauf;14087
2024-02-02;2;1041;S;9;Verkauf;11017
2024-02-02;2;1073;L;20;Verkauf;19622
2024-02-02;4;1042;XS;18;Verkauf;17343
2024-02-02;5;1043;M;16;Verkauf;10765
2024-02-02;2;1012;XS;2;Verkauf;17096
2024-02-02;1;1038;XL;8;Verkauf;18097
2024-02-02;4;1022;M;3;Verkauf;19199
2024-02-02;3;1023;L;2;Verkauf;19457
2024-02-02;5;1055;S;20;Retoure;14050
2024-02-02;1;1091;S;6;Verkauf;12858
2024-02-02;4;1019;S;5;Verkauf;19822
2024-02-02;3;1044;S;4;Verkauf;18280
2024-02-02;5;1010;XL;6;Verkauf;15100
2024-02-02;4;1015;XS;1;Verkauf;16711
2024-02-02;1;1026;XS;16;Verkauf;12006
2024-02-02;4;1081;XL;18;Verkauf;14578
2024-02-02;3;1038;XS;13;Verkauf;11724
2024-02-02;4;1074;M;6;Verkauf;14253
2024-02-02;1;1041;M;5;Verkauf;14396
2024-02-02;3;1030;S;15;Verkauf;16031
2024-02-02;5;1078;S;4;Verkauf;16451
2024-02-02;5;1089;XL;12;Verkauf;13223
2024-02-02;5;1079;S;13;Verkauf;13561
2024-02-02;3;1052;XS;2;Verkauf;15272
2024-02-02;3;1018;L;5;Verkauf;13040
2024-02-02;2;1056;S;11;Verkauf;18118
2024-02-02;2;1090;M;20;Verkauf;12236
2024-02-02;2;1095;XL;1;Verkauf;16160
2024-02-02;4;1035;S;2;Verkauf;14836
2024-02-02;5;1041;M;12;Verkauf;18540
2024-02-02;5;1011;XS;7;Verkauf;14720
2024-02-02;5;1010;S;13;Retoure;10667
2024-02-02;2;1088;M;7;Verkauf;14642
2024-02-02;4;1044;L;4;Verkauf;14113
2024-02-02;3;1054;S;12;Verkauf;19220
2024-02-02;2;1097;S;5;Verkauf;17897
2024-02-02;3;1082;XL;18;Verkauf;13224
2024-02-02;3;1069;M;19;Verkauf;16509
2024-02-02;4;1035;L;11;Verkauf;18611
2024-02-02;1;1007;XL;18;Verkauf;16638
2024-02-02;3;1097;XS;18;Verkauf;18787
2024-02-02;1;1074;XS;1;Verkauf;16649
2024-02-02;4;1099;XL;16;Verkauf;14181
2024-02-02;4;1015;XS;10;Verkauf;14408
2024-02-02;5;1054;XS;20;Verkauf;12860
2024-02-02;5;1090;S;6;Verkauf;18869
2024-02-02;2;1002;M;15;Verkauf;12669
2024-02-02;3;1019;S;2;Verkauf;19145
2024-02-02;4;1010;S;20;Verkauf;14763
2024-02-02;4;1044;XS;9;Verkauf;11264
2024-02-02;5;1028;XS;19;Verkauf;10940
2024-02-02;2;1078;XS;18;Verkauf;15568
2024-02-02;4;1070;XS;4;Retoure;19389
2024-02-02;5;1036;XS;7;Verkauf;13720
2024-02-02;2;1005;M;4;Verkauf;19748
2024-02-02;2;1038;S;19;Verkauf;13393
2024-02-02;5;1021;XS;4;Verkauf;10001
2024-02-02;4;1072;XL;4;Verkauf;19104
2024-02-02;1;1066;XL;13;Verkauf;13920
2024-02-02;2;1032;XL;16;Verkauf;12643
2024-02-02;5;1049;L;9;Verkauf;11375
2024-02-02;1;1042;XL;3;Verkauf;11417
2024-02-02;3;1023;L;19;Verkauf;13418
2024-02-02;2;1077;XS;14;Verkauf;14624
2024-02-02;5;1090;L;3;Verkauf;18747
2024-02-02;4;1062;S;19;Verkauf;13075
2024-02-02;4;1071;S;8;Verkauf;10665
2024-02-02;3;1089;XL;4;Verkauf;11956
2024-02-02;4;1074;XL;15;Verkauf;15903
2024-02-02;4;1087;M;17;Verkauf;15163
2024-02-02;2;1004;XS;18;Verkauf;18783
2024-02-02;2;1061;L;7;Verkauf;16905
2024-02-02;3;1042;L;19;Verkauf;16307
2024-02-02;1;1092;M;9;Verkauf;16960
2024-02-02;1;1077;S;16;Verkauf;10714
2024-02-02;4;1071;M;18;Verkauf;13386
2024-02-02;1;1091;XL;14;Retoure;13006
2024-02-02;5;1071;XL;20;Verkauf;19295
2024-02-02;2;1031;L;13;Verkauf;15628
2024-02-02;1;1085;M;12;Verkauf;12737
2024-02-02;1;1047;L;13;Verkauf;11234
2024-02-02;2;1026;M;19;Verkauf;11540
2024-02-02;3;1068;XL;2;Verkauf;17168
2024-02-02;2;1077;XS;5;Verkauf;14073
2024-02-02;2;1084;S;13;Verkauf;15627
2024-02-02;1;1068;L;6;Verkauf;10268
2024-02-02;2;1065;L;13;Verkauf;12118
2024-02-02;3;1053;M;2;Verkauf;11390
2024-02-02;5;1033;XL;16;Verkauf;16108
2024-02-02;1;1053;M;20;Verkauf;19383
2024-02-02;1;1077;S;10;Verkauf;13308
2024-02-02;5;1005;S;8;Verkauf;17842
2024-02-02;2;1058;M;1;Verkauf;12186
2024-02-02;4;1090;M;19;Verkauf;17598
2024-02-02;5;1081;XS;11;Verkauf;12523
2024-02-02;4;1080;S;18;Verkauf;10426
2024-02-02;1;1030;M;10;Verkauf;14891
2024-02-02;2;1039;M;13;Verkauf;17526
2024-02-02;3;1050;XS;19;Verkauf;18029
2024-02-02;2;1007;S;15;Verkauf;15978
2024-02-02;5;1032;XS;12;Verkauf;12700
2024-02-02;2;1087;M;9;Verkauf;18694
2024-02-02;2;1018;L;17;Verkauf;17929
2024-02-02;3;1002;M;6;Verkauf;14822
2024-02-02;1;1080;XL;17;Verkauf;18646
2024-02-02;1;1018;S;9;Verkauf;11955
2024-02-02;4;1098;S;19;Verkauf;13411
2024-02-02;3;1008;XS;2;Verkauf;18327
2024-02-02;3;1083;S;11;Verkauf;16562
2024-02-02;5;1087;XL;6;Verkauf;15189
2024-02-02;3;1028;M;16;Verkauf;14409
2024-02-02;4;1047;XS;16;Verkauf;14743
2024-02-02;5;1060;XL;10;Verkauf;11829
2024-02-02;3;1086;S;9;Verkauf;18151
2024-02-02;1;1053;S;9;Verkauf;18366
2024-02-02;5;1021;XL;17;Verkauf;14909
2024-02-02;3;1018;S;9;Verkauf;11248
2024-02-02;5;1051;L;14;Verkauf;14640
2024-02-02;4;1048;XS;18;Verkauf;15664
2024-02-02;2;1014;S;5;Verkauf;15258
2024-02-02;3;1063;S;2;Verkauf;17925
2024-02-02;4;1082;S;13;Verkauf;12679
2024-02-02;4;1000;XL;17;Verkauf;19075
2024-02-02;2;1020;XL;15;Verkauf;15992
2024-02-02;1;1032;M;11;Verkauf;10564
2024-02-02;3;1042;XL;11;Verkauf;16295
2024-02-02;4;1021;XL;10;Verkauf;11810
2024-02-02;4;1002;XL;2;Verkauf;10454
2024-02-02;5;1030;M;5;Retoure;16721
2024-02-02;1;1012;L;2;Verkauf;17171
2024-02-02;1;1078;XS;13;Verkauf;10110
2024-02-02;4;1039;L;9;Verkauf;18189
2024-02-02;3;1012;XS;14;Verkauf;17615
2024-02-02;1;1028;L;16;Verkauf;16160
2024-02-02;2;1040;XS;19;Verkauf;16775
2024-02-02;4;1068;M;19;Verkauf;13972
2024-02-02;2;1027;S;8;Verkauf;11182
2024-02-02;3;1025;L;9;Verkauf;12552
2024-02-02;2;1097;M;15;Verkauf;19234
2024-02-02;4;1053;M;19;Verkauf;15064
2024-02-02;4;1020;S;14;Verkauf;11893
2024-02-02;5;1035;XL;11;Verkauf;11598
2024-02-02;1;1007;S;7;Verkauf;14660
2024-02-02;2;1091;M;20;Verkauf;15397
2024-02-02;3;1066;S;8;Verkauf;12575
2024-02-02;2;1049;L;10;Verkauf;11411
2024-02-02;3;1063;M;6;Verkauf;10930
2024-02-02;5;1074;XS;6;Verkauf;13069
2024-02-02;1;1035;S;17;Verkauf;15060
2024-02-02;1;1086;L;19;Verkauf;13934
2024-02-02;3;1080;XL;16;Verkauf;13689
2024-02-02;4;1083;M;6;Verkauf;14876
2024-02-02;5;1074;XL;14;Verkauf;16747
2024-02-02;4;1018;XL;18;Verkauf;15696
2024-02-02;4;1033;XL;14;Verkauf;18055
2024-02-02;3;1014;M;15;Verkauf;10802
2024-02-02;2;1013;M;16;Verkauf;17923
2024-02-02;3;1015;M;1;Verkauf;18760
2024-02-02;1;1030;XL;7;Verkauf;12878
2024-02-02;3;1087;S;4;Verkauf;19716
2024-02-02;4;1045;M;20;Verkauf;12292
2024-02-02;4;1011;XL;3;Verkauf;18417
2024-02-02;2;1001;M;17;Retoure;15754
2024-02-02;3;1067;L;14;Verkauf;12985
2024-02-02;3;1057;L;14;Verkauf;16392
2024-02-02;3;1051;XL;7;Verkauf;11804
2024-02-02;2;1062;L;10;Retoure;12583
2024-02-02;1;1017;XL;15;Verkauf;13489
2024-02-02;5;1065;L;17;Verkauf;15120
2024-02-02;2;1094;XS;14;Verkauf;13727
2024-02-02;5;1066;M;7;Verkauf;11180
2024-02-02;5;1008;S;12;Verkauf;17087
2024-02-02;3;1027;M;18;Verkauf;12796
2024-02-02;5;1045;XS;18;Verkauf;11695
2024-02-02;5;1091;L;15;Verkauf;11898
2024-02-02;1;1034;M;5;Verkauf;11138
2024-02-02;3;1060;M;17;Verkauf;18088
2024-02-02;2;1009;XS;5;Verkauf;18304
2024-02-02;3;1034;L;19;Verkauf;10189
2024-02-02;5;1049;L;13;Verkauf;14054
2024-02-02;3;1073;M;15;Verkauf;15458
2024-02-02;5;1073;S;13;Verkauf;18565
2024-02-02;3;1093;XL;14;Verkauf;17342
2024-02-02;5;1046;S;15;Verkauf;10020
2024-02-02;3;1088;XL;3;Verkauf;11693
2024-02-02;4;1053;S;5;Verkauf;10918
2024-02-02;4;1001;M;8;Verkauf;15910
2024-02-02;3;1000;XL;2;Verkauf;17761
2024-02-02;3;1080;XS;13;Verkauf;17750
2024-02-02;3;1096;XL;14;Verkauf;16552
2024-02-02;3;1055;S;1;Verkauf;14519
2024-02-02;4;1078;M;13;Verkauf;13305
2024-02-02;5;1031;S;6;Verkauf;18817
2024-02-03;5;1057;XS;4;Verkauf;10044
2024-02-03;4;1085;XL;5;Verkauf;14243
2024-02-03;3;1029;S;5;Verkauf;19508
2024-02-03;2;1047;L;8;Verkauf;15575
2024-02-03;4;1094;M;5;Verkauf;14913
2024-02-03;1;1098;XS;19;Verkauf;13891
2024-02-03;5;1051;XL;14;Verkauf;11942
2024-02-03;2;1007;XS;5;Verkauf;14573
2024-02-03;1;1028;M;6;Verkauf;16940
2024-02-03;4;1093;XL;9;Verkauf;13378
2024-02-03;3;1055;XS;2;Verkauf;15255
2024-02-03;1;1027;XS;1;Verkauf;17019
2024-02-03;5;1044;M;10;Verkauf;15547
2024-02-03;5;1075;M;11;Verkauf;14367
2024-02-03;2;1026;S;5;Verkauf;17254
2024-02-03;1;1069;S;7;Verkauf;18344
2024-02-03;1;1098;XL;3;Verkauf;12403
2024-02-03;2;1027;S;1;Verkauf;19070
2024-02-03;1;1096;XL;9;Verkauf;11024
2024-02-03;1;1049;S;8;Verkauf;17591
2024-02-03;5;1092;XS;11;Verkauf;12171
2024-02-03;4;1068;S;4;Verkauf;19724
2024-02-03;5;1013;L;19;Verkauf;13380
2024-02-03;5;1057;M;10;Verkauf;11877
2024-02-03;4;1067;M;1;Verkauf;17565
2024-02-03;4;1081;XS;12;Verkauf;12421
2024-02-03;3;1063;L;16;Verkauf;18918
2024-02-03;4;1070;M;10;Verkauf;13015
2024-02-03;3;1077;XS;18;Verkauf;11363
2024-02-03;5;1018;XL;15;Verkauf;16389
2024-02-03;2;1001;XS;5;Verkauf;16391
2024-02-03;2;1054;L;1;Verkauf;13412
2024-02-03;2;1023;S;8;Verkauf;19948
2024-02-03;3;1053;XL;6;Verkauf;12342
2024-02-03;5;1088;XL;17;Verkauf;10163
2024-02-03;2;1034;M;2;Verkauf;10786
2024-02-03;3;1029;S;18;Verkauf;17217
2024-02-03;2;1023;M;3;Verkauf;10807
2024-02-03;4;1033;XL;13;Verkauf;17459
2024-02-03;5;1096;S;19;Verkauf;17680
2024-02-03;3;1062;XL;9;Verkauf;18446
2024-02-03;5;1009;L;7;Verkauf;16470
2024-02-03;5;1046;XS;1;Verkauf;17424
2024-02-03;1;1044;XS;2;Verkauf;19208
2024-02-03;3;1072;L;12;Verkauf;18567
2024-02-03;3;1095;XS;17;Verkauf;12096
2024-02-03;5;1075;L;20;Verkauf;19122
2024-02-03;1;1023;XL;12;Verkauf;10801
2024-02-03;1;1056;XS;6;Verkauf;14954
2024-02-03;4;1061;L;20;Verkauf;12196
2024-02-03;4;1086;XL;3;Verkauf;16054
2024-02-03;1;1073;M;9;Verkauf;17649
2024-02-03;3;1063;XS;14;Verkauf;12262
2024-02-03;2;1070;L;16;Verkauf;15339
2024-02-03;4;1057;XS;20;Verkauf;11708
2024-02-03;4;1036;L;3;Verkauf;16664
2024-02-03;2;1091;XL;11;Verkauf;16316
2024-02-03;3;1077;L;6;Verkauf;12064
2024-02-03;1;1041;XL;20;Verkauf;11445
2024-02-03;1;1058;XS;10;Verkauf;14855
2024-02-03;1;1096;L;17;Verkauf;12693
2024-02-03;3;1074;XS;17;Verkauf;12472
2024-02-03;3;1078;L;12;Verkauf;17936
2024-02-03;2;1066;XS;20;Verkauf;13775
2024-02-03;3;1040;S;16;Verkauf;15814
2024-02-03;2;1050;XS;19;Verkauf;18409
2024-02-03;3;1082;XS;17;Verkauf;11660
2024-02-03;2;1052;XL;16;Verkauf;15747
2024-02-03;2;1048;L;14;Verkauf;14717
2024-02-03;2;1082;XS;15;Verkauf;13571
2024-02-03;1;1001;XS;14;Verkauf;17893
2024-02-03;3;1076;S;12;Verkauf;11283
2024-02-03;3;1028;S;10;Verkauf;17809
2024-02-03;1;1019;S;11;Verkauf;18515
2024-02-03;2;1041;S;2;Verkauf;19081
2024-02-03;3;1051;XL;16;Verkauf;13360
2024-02-03;2;1086;S;15;Verkauf;10655
2024-02-03;5;1026;L;4;Verkauf;10331
2024-02-03;5;1033;M;14;Verkauf;14366
2024-02-03;4;1048;XL;3;Verkauf;13407
2024-02-03;5;1054;M;19;Verkauf;12504
2024-02-03;5;1023;S;8;Verkauf;13177
2024-02-03;2;1095;M;12;Verkauf;17415
2024-02-03;1;1073;XL;15;Verkauf;13953
2024-02-03;1;1011;XL;18;Verkauf;19685
2024-02-03;2;1002;L;15;Verkauf;16145
2024-02-03;1;1072;S;1;Verkauf;13706
2024-02-03;5;1094;L;3;Verkauf;18664
2024-02-03;2;1071;XL;12;Verkauf;13603
2024-02-03;2;1072;S;11;Verkauf;11201
2024-02-03;1;1034;L;19;Verkauf;13689
2024-02-03;5;1033;M;9;Verkauf;18170
2024-02-03;4;1078;XL;6;Verkauf;16533
2024-02-03;4;1027;XL;1;Verkauf;10424
2024-02-03;3;1087;XS;8;Verkauf;18814
2024-02-03;4;1037;S;12;Verkauf;16156
2024-02-03;3;1024;L;3;Verkauf;10675
2024-02-03;1;1074;S;16;Verkauf;16397
2024-02-03;3;1034;XL;9;Verkauf;16566
2024-02-03;3;1027;M;7;Verkauf;17568
2024-02-03;4;1084;L;3;Verkauf;16322
2024-02-03;3;1051;M;17;Verkauf;17092
2024-02-03;1;1057;XL;1;Verkauf;19582
2024-02-03;4;1085;L;20;Verkauf;14350
2024-02-03;3;1037;M;17;Verkauf;15697
2024-02-03;5;1039;XL;2;Verkauf;11012
2024-02-03;3;1029;L;20;Verkauf;16571
2024-02-03;3;1031;XL;15;Verkauf;13963
2024-02-03;1;1033;XS;10;Verkauf;19788
2024-02-03;1;1016;XS;1;Verkauf;19436
2024-02-03;3;1093;XS;18;Verkauf;14466
2024-02-03;1;1035;M;16;Verkauf;10363
2024-02-03;3;1027;L;5;Verkauf;11914
2024-02-03;5;1075;L;12;Verkauf;19483
2024-02-03;5;1088;L;8;Verkauf;12883
2024-02-03;3;1024;XL;13;Verkauf;11691
2024-02-03;3;1025;L;9;Verkauf;16040
2024-02-03;2;1026;M;18;Verkauf;18463
2024-02-03;2;1079;XL;6;Verkauf;19682
2024-02-03;3;1038;XL;17;Verkauf;15896
2024-02-03;3;1013;XL;14;Retoure;13379
2024-02-03;1;1062;XL;6;Verkauf;17967
2024-02-03;1;1063;S;15;Verkauf;12742
2024-02-03;5;1090;S;9;Verkauf;12760
2024-02-03;2;1026;M;7;Verkauf;10001
2024-02-03;2;1092;XS;20;Verkauf;10120
2024-02-03;2;1014;L;15;Verkauf;16184
2024-02-03;5;1006;XL;2;Verkauf;14798
2024-02-03;4;1092;XS;3;Verkauf;18345
2024-02-03;2;1064;S;1;Verkauf;10703
2024-02-03;4;1080;XL;10;Verkauf;13360
2024-02-03;1;1039;M;10;Verkauf;15376
2024-02-03;5;1021;L;9;Verkauf;11169
2024-02-03;3;1063;S;14;Verkauf;10771
2024-02-03;2;1068;XS;7;Verkauf;14094
2024-02-03;3;1026;XS;1;Verkauf;16918
2024-02-03;5;1051;S;8;Verkauf;11669
2024-02-03;5;1065;XL;7;Verkauf;13790
2024-02-03;2;1019;XL;18;Verkauf;11581
2024-02-03;4;1046;L;12;Verkauf;14871
2024-02-03;2;1009;L;19;Verkauf;15909
2024-02-03;5;1000;L;1;Verkauf;15858
2024-02-03;2;1079;M;3;Verkauf;13337
2024-02-03;2;1044;S;7;Verkauf;17402
2024-02-03;5;1043;M;18;Verkauf;18488
2024-02-03;5;1007;XS;6;Verkauf;13233
2024-02-03;3;1021;XS;6;Verkauf;12939
2024-02-03;1;1023;XL;6;Verkauf;13383
2024-02-03;1;1086;XL;20;Verkauf;14492
2024-02-03;3;1077;XL;2;Verkauf;17638
2024-02-03;3;1046;XS;16;Verkauf;13885
2024-02-03;1;1075;S;8;Verkauf;14347
2024-02-03;5;1075;M;14;Verkauf;16435
2024-02-03;3;1008;XL;10;Verkauf;14351
2024-02-03;4;1037;M;15;Verkauf;16116
2024-02-03;4;1055;S;12;Verkauf;12381
2024-02-03;5;1005;S;8;Verkauf;13744
2024-02-03;5;1006;S;20;Verkauf;10452
2024-02-03;3;1084;XL;8;Verkauf;19128
2024-02-03;1;1053;S;1;Verkauf;14975
2024-02-03;4;1090;XS;2;Verkauf;10453
2024-02-03;3;1035;S;5;Verkauf;12214
2024-02-03;5;1064;XS;5;Verkauf;16247
2024-02-03;1;1008;L;16;Verkauf;17668
2024-02-03;1;1037;XL;12;Verkauf;18422
2024-02-03;3;1098;S;16;Verkauf;11570
2024-02-03;1;1065;M;3;Verkauf;12992
2024-02-03;3;1008;M;19;Verkauf;11140
2024-02-03;5;1037;XL;5;Verkauf;12843
2024-02-03;2;1081;L;5;Verkauf;12250
2024-02-03;3;1002;M;3;Verkauf;15279
2024-02-03;5;1028;XS;20;Verkauf;19962
2024-02-03;4;1041;L;20;Verkauf;12653
2024-02-03;2;1018;XS;3;Verkauf;12346
2024-02-03;5;1048;L;17;Verkauf;12359
2024-02-03;1;1040;S;10;Verkauf;14444
2024-02-03;1;1074;XS;5;Verkauf;12854
2024-02-03;3;1052;XS;12;Verkauf;16253
2024-02-03;5;1067;L;11;Verkauf;15658
2024-02-03;1;1059;L;13;Verkauf;13759
2024-02-03;1;1067;XS;8;Verkauf;11354
2024-02-03;4;1001;L;3;Verkauf;11295
2024-02-03;1;1086;XS;4;Verkauf;11275
2024-02-03;4;1066;XS;7;Verkauf;18161
2024-02-03;3;1039;XL;17;Verkauf;11656
2024-02-03;1;1053;M;19;Retoure;12910
2024-02-03;1;1095;XL;17;Verkauf;17885
2024-02-03;1;1003;M;3;Verkauf;13166
2024-02-03;2;1000;XS;8;Verkauf;18837
2024-02-03;4;1068;XS;16;Verkauf;13878
2024-02-03;1;1073;S;20;Verkauf;15425
2024-02-03;2;1046;S;9;Verkauf;12100
2024-02-03;5;1058;XL;14;Verkauf;13958
2024-02-03;4;1038;XL;19;Verkauf;14584
2024-02-03;2;1051;XL;12;Verkauf;15229
2024-02-03;4;1095;XS;11;Verkauf;14392
2024-02-03;1;1043;M;4;Verkauf;13426
2024-02-03;1;1026;S;3;Verkauf;16539
2024-02-03;2;1077;S;7;Verkauf;13083
2024-02-03;3;1020;XS;11;Verkauf;17153
2024-02-03;1;1018;M;20;Verkauf;12521
2024-02-03;3;1061;XS;16;Verkauf;18576
2024-02-03;1;1007;S;18;Verkauf;13840
2024-02-03;5;1012;M;8;Verkauf;15030
2024-02-03;3;1054;S;5;Verkauf;19568
2024-02-03;1;1001;L;9;Verkauf;14472
2024-02-03;4;1062;S;12;Verkauf;14236
2024-02-03;4;1088;L;17;Verkauf;15586
2024-02-03;3;1064;M;13;Retoure;14031
2024-02-03;1;1092;XS;8;Verkauf;14319
2024-02-03;2;1038;L;8;Verkauf;17950
2024-02-03;4;1049;L;17;Verkauf;12374
2024-02-03;4;1081;XL;17;Verkauf;12064
2024-02-03;5;1064;XL;16;Verkauf;19345
2024-02-03;1;1003;L;11;Verkauf;16244
2024-02-03;3;1093;S;12;Verkauf;11337
2024-02-03;5;1046;XL;12;Verkauf;12373
2024-02-03;2;1014;L;4;Retoure;10875
2024-02-03;4;1023;XS;8;Verkauf;10020
2024-02-03;1;1065;S;1;Verkauf;16742
2024-02-03;3;1050;M;17;Verkauf;16181
2024-02-03;1;1060;M;5;Verkauf;10957
2024-02-03;2;1022;XS;19;Verkauf;18526
2024-02-03;4;1074;S;1;Verkauf;18331
2024-02-03;3;1085;M;2;Verkauf;17474
2024-02-03;5;1082;L;3;Verkauf;17727
2024-02-03;5;1097;M;8;Verkauf;19362
2024-02-03;5;1035;M;7;Verkauf;13624
2024-02-03;2;1085;L;5;Verkauf;19288
2024-02-03;1;1082;M;9;Verkauf;10262
2024-02-03;3;1096;S;1;Verkauf;15069
2024-02-03;4;1081;XL;14;Verkauf;12475
2024-02-03;1;1026;XS;18;Verkauf;17962
2024-02-04;1;1040;L;2;Verkauf;14484
2024-02-04;2;1071;S;20;Verkauf;17322
2024-02-04;2;1085;XS;16;Verkauf;10262
2024-02-04;3;1067;L;10;Verkauf;17221
2024-02-04;1;1045;M;17;Verkauf;16222
2024-02-04;5;1070;S;5;Verkauf;16649
2024-02-04;5;1078;M;4;Verkauf;19998
2024-02-04;2;1051;XL;19;Verkauf;18060
2024-02-04;1;1079;L;8;Verkauf;17617
2024-02-04;5;1005;S;17;Verkauf;14187
2024-02-04;3;1088;L;18;Verkauf;10984
2024-02-04;2;1002;XS;4;Verkauf;10898
2024-02-04;2;1037;M;14;Verkauf;14256
2024-02-04;3;1066;S;15;Verkauf;15892
2024-02-04;4;1034;XL;9;Verkauf;15982
2024-02-04;3;1068;XL;16;Verkauf;14256
2024-02-04;2;1016;XL;1;Verkauf;15342
2024-02-04;3;1059;XS;7;Verkauf;19172
2024-02-04;4;1007;S;4;Verkauf;11039
2024-02-04;5;1056;XS;17;Verkauf;11569
2024-02-04;1;1037;S;5;Verkauf;12040
2024-02-04;4;1086;M;8;Verkauf;13141
2024-02-04;1;1050;L;6;Verkauf;12716
2024-02-04;1;1000;M;16;Verkauf;10397
2024-02-04;5;1089;XS;13;Verkauf;11709
2024-02-04;3;1038;S;16;Verkauf;15565
2024-02-04;4;1041;XL;14;Verkauf;11622
2024-02-04;4;1062;XL;1;Verkauf;13502
2024-02-04;3;1071;M;14;Verkauf;17972
2024-02-04;1;1097;L;14;Verkauf;19721
2024-02-04;4;1021;S;15;Retoure;17456
2024-02-04;4;1061;XS;4;Verkauf;14161
2024-02-04;5;1039;S;2;Verkauf;10158
2024-02-04;1;1038;XL;20;Verkauf;12180
2024-02-04;1;1032;L;14;Verkauf;14731
2024-02-04;5;1004;L;11;Verkauf;13073
2024-02-04;1;1018;XS;8;Verkauf;18065
2024-02-04;1;1004;M;7;Verkauf;19279
2024-02-04;4;1048;S;14;Verkauf;16237
2024-02-04;4;1075;XL;10;Verkauf;14212
2024-02-04;5;1064;XL;1;Verkauf;18991
2024-02-04;1;1079;XS;12;Verkauf;16428
2024-02-04;1;1090;XL;10;Verkauf;18492
2024-02-04;5;1057;XL;8;Verkauf;15419
2024-02-04;5;1099;M;14;Verkauf;10451
2024-02-04;2;1050;S;12;Verkauf;15953
2024-02-04;2;1096;L;3;Verkauf;13465
2024-02-04;4;1069;XS;13;Verkauf;18674
2024-02-04;2;1027;S;18;Verkauf;11487
2024-02-04;2;1060;XL;16;Verkauf;14684
2024-02-04;3;1071;L;13;Verkauf;15022
2024-02-04;2;1080;M;5;Verkauf;18404
2024-02-04;1;1047;XS;7;Verkauf;14746
2024-02-04;5;1054;L;18;Verkauf;18386
2024-02-04;1;1085;S;6;Verkauf;13484
2024-02-04;3;1049;L;13;Verkauf;15678
2024-02-04;1;1081;XL;14;Verkauf;12034
2024-02-04;2;1043;L;15;Verkauf;15066
2024-02-04;2;1027;L;20;Verkauf;18507
2024-02-04;3;1005;XS;20;Verkauf;18280
2024-02-04;2;1037;L;12;Verkauf;19152
2024-02-04;5;1000;S;12;Verkauf;19084
2024-02-04;2;1055;XL;11;Retoure;18134
2024-02-04;4;1090;L;15;Verkauf;18524
2024-02-04;2;1066;S;15;Verkauf;16509
2024-02-04;1;1012;XS;3;Verkauf;12639
2024-02-04;1;1087;XL;15;Verkauf;12767
2024-02-04;3;1046;M;17;Verkauf;14044
2024-02-04;5;1069;XS;1;Verkauf;13500
2024-02-04;1;1096;XL;1;Verkauf;12106
2024-02-04;4;1024;L;1;Verkauf;10936
